title,year,director,running_time,views,likes,avg_rating,half_star,one_star,one_half_star,two_star,two_half_star,three_star,three_half_star,four_star,four_half_star,five_star
The 25th Hour,1967,Henri Verneuil,121,176,26,3.4,2,2,0,6,7,31,34,14,3,11
Waiting for Anya,2020,Ben Cookson,109,124,12,2.9,1,7,6,21,18,23,7,6,4,5
Achilles,1995,Barry Purves,11,173,23,3.3,2,3,2,9,5,24,22,19,4,6
Weekend at Dunkirk,1964,Henri Verneuil,119,214,29,3.3,0,0,2,9,13,35,40,24,10,0
Princess of Mars,2009,Mark Atkins,93,246,10,2.1,29,41,18,24,13,14,6,3,0,1
A Good Lad,1943,Boris Barnet,67,92,18,3.6,0,0,0,0,5,12,13,17,2,7
P.O.W. The Escape,1986,Gideon Amir,90,147,15,2.9,0,9,2,17,20,28,7,1,0,2
The Hanoi Hilton,1987,Lionel Chetwynd,126,179,19,3.1,0,5,5,11,23,21,17,13,2,2
Joan of Paris,1942,Robert Stevenson,91,99,17,3.4,0,0,0,4,8,15,21,14,5,1
Sniper: Ghost Shooter,2016,Don Michael Paul,100,256,36,2.6,8,20,16,42,28,31,13,5,4,3
Wing and a Prayer,1944,Henry Hathaway,97,105,13,3.2,0,3,0,5,4,24,8,10,1,0
Command Decision,1948,Sam Wood,112,184,24,3.3,0,4,1,9,7,31,27,26,4,0
Odette,1950,Herbert Wilcox,124,186,26,3.3,0,0,0,4,13,33,33,13,2,2
The Wackiest Ship in the Army,1960,Richard Murphy,99,256,28,2.8,1,6,6,27,33,32,14,9,1,0
Strike Commando 2,1988,"Bruno Mattei,Claudio Fragasso",95,103,23,3.0,1,4,6,7,10,18,11,3,2,0
Desperado Outpost,1959,Kihachi Okamoto,109,77,12,3.4,0,0,0,2,1,12,10,12,0,0
Flight Command,1940,Frank Borzage,116,106,8,3.1,0,0,1,12,9,14,7,4,1,0
In Enemy Hands,2004,Tony Giglio,94,257,14,2.8,2,4,12,29,22,47,11,13,0,0
Immortal Sergeant,1943,John M. Stahl,91,137,12,3.2,0,0,2,10,12,19,23,8,0,1
Mosul,2019,Dan Gabriel,86,380,21,3.4,3,0,0,5,7,19,27,23,5,7
The Wipers Times,2013,Andy De Emmony,90,184,36,3.4,0,1,3,5,12,29,35,24,10,5
Breakthrough,1979,Andrew V. McLaglen,111,168,10,2.7,3,13,8,29,16,18,8,4,1,0
The Roll-Call,1971,Ryszard Czekala,8,189,14,3.2,1,2,4,11,18,26,17,19,4,1
The Codes,1966,Wojciech Has,80,103,18,3.5,0,0,1,1,4,12,15,27,4,1
Ski Troop Attack,1960,Roger Corman,63,99,13,2.8,2,3,8,11,13,9,4,0,0,1
Deserter,2002,Martin Huberty,90,187,13,2.7,1,13,8,27,16,31,8,0,0,2
8,2010,Acim Vasic,9,223,40,3.2,1,3,6,10,19,37,33,22,4,5
The Secret War of Harry Frigg,1968,Jack Smight,110,208,20,3.0,0,5,2,18,18,36,19,10,1,0
The Soviet Story,2008,Edvins Snore,86,226,36,3.5,8,4,3,3,3,12,20,45,11,16
Tjoet Nja' Dhien,1988,Eros Djarot,127,80,24,3.8,0,0,0,2,1,3,11,23,10,13
Kilometre Zero,2005,Hiner Saleem,91,80,11,3.2,0,2,1,3,8,15,11,6,1,1
Austerlitz,1960,Abel Gance,166,110,8,3.2,0,0,0,7,10,20,8,5,0,1
Above Us the Waves,1955,Ralph Thomas,99,152,17,3.3,0,0,1,5,13,30,25,10,1,1
Standing in the Dust,2016,Mohammad Hossein Mahdavian,90,364,39,2.7,16,31,22,29,32,53,23,21,5,9
Balkan Express,1983,Branko Baletić,102,229,26,3.5,0,0,2,5,6,21,23,27,9,7
Mashenka,1942,Yuli Raizman,72,74,9,3.4,0,0,0,2,5,7,15,8,4,0
The Gallant Hours,1960,Robert Montgomery,115,146,23,3.3,0,3,2,7,10,30,17,19,3,2
Sir! No Sir!,2005,David Zeiger,85,114,16,3.5,0,0,0,2,5,12,15,23,5,2
Soldier Millions,2018,"Gonçalo Galvão Teles,Jorge Paixão da Costa",85,206,23,3.1,0,2,7,18,13,37,26,13,1,2
Journey's End,1930,James Whale,120,65,14,3.4,0,0,2,1,1,12,12,8,0,4
Two Flags West,1950,Robert Wise,92,110,16,3.3,0,2,0,2,12,25,22,13,1,3
Eliso,1928,Nikoloz Shengelaia,90,63,16,3.5,0,2,0,0,0,5,8,13,2,1
The Ambush,1969,Živojin Pavlović,80,74,16,3.7,0,0,0,0,1,7,11,9,9,7
Private's Progress,1956,John Boulting,97,154,16,3.2,0,1,2,8,10,36,14,9,2,2
Betrayed,1954,Gottfried Reinhardt,108,140,25,3.1,0,1,4,9,20,28,8,5,2,1
Bang Rajan,2000,Tanit Jitnukul,113,198,12,3.2,0,6,2,9,8,43,23,14,1,3
The Juggler,1953,Edward Dmytryk,84,119,14,3.3,0,0,2,4,12,24,17,7,3,1
Lafayette Escadrille,1958,William A. Wellman,93,109,11,3.0,0,0,5,13,19,13,5,4,0,1
Gilaneh,2005,"Mohsen Abdolvahab,Rakhshan Bani-Etemad",84,206,21,2.9,6,10,7,8,16,28,12,6,0,5
Somewhere I'll Find You,1942,Wesley Ruggles,108,129,17,3.0,0,1,3,17,13,20,8,7,0,2
We Were One Man,1979,Philippe Vallois,91,101,11,3.2,1,3,6,6,6,13,12,9,3,2
The Fall,1969,Peter Whitehead,116,55,8,3.6,0,0,0,1,1,3,8,11,1,4
Djamilah,1958,Youssef Chahine,123,154,24,3.5,0,0,0,4,3,9,16,11,2,4
To Live in Peace,1947,Luigi Zampa,90,59,8,3.4,0,1,1,1,0,8,15,8,4,0
Flame,1996,Ingrid Sinclair,88,58,7,3.3,0,1,1,0,4,12,11,9,0,0
Jarhead: Law of Return,2019,Don Michael Paul,103,126,12,2.7,11,7,10,17,19,13,8,6,1,3
The Lost Platoon,1990,David A. Prior,86,83,5,2.9,2,3,5,16,10,5,1,1,1,1
Cinco de Mayo: La Batalla,2013,Rafa Lara,125,158,15,2.8,4,6,8,19,20,23,9,6,1,0
Sharpe's Revenge,1997,Tom Clegg,101,310,38,3.4,0,3,1,4,7,35,38,13,2,9
The Flame that Never Dies,1949,Vittorio Cottafavi,95,59,16,3.5,0,0,0,5,2,8,4,8,4,7
"Isoroku Yamamoto, the Commander-in-Chief of the Combined Fleet",2011,Izuru Narushima,135,138,19,3.3,0,0,2,5,7,32,21,15,4,3
Officers,1971,Vladimir Rogovoy,96,124,17,3.5,1,0,1,1,9,12,18,18,6,5
Salt in the Wound,1969,Tonino Ricci,98,100,16,3.0,1,3,2,10,14,24,5,5,0,0
The Hunters,1958,Dick Powell,108,131,12,3.0,0,2,3,11,22,24,8,6,0,1
The Mercy of the Jungle,2018,Joel Karekezi,91,98,9,3.3,0,0,0,4,7,25,27,8,1,1
Little Wars,1982,Maroun Bagdadi,108,66,12,3.5,1,0,0,1,7,6,7,12,3,6
Keep Your Powder Dry,1945,Edward Buzzell,93,108,24,3.3,0,1,1,2,7,23,14,6,0,2
Chittagong,2012,Bedabrata Pain,105,135,21,3.3,1,2,4,5,11,19,24,8,5,5
With Heart & Soul,2009,Pantelis Voulgaris,124,206,23,3.2,2,4,0,10,10,21,24,18,5,2
The Misfit Brigade,1987,Gordon Hessler,99,130,9,2.9,0,5,9,11,20,23,10,3,0,0
Barbed Wire,1927,"Rowland V. Lee,Mauritz Stiller",67,67,16,3.4,0,0,1,3,2,12,8,13,2,0
Away All Boats,1956,Joseph Pevney,114,111,13,3.1,1,0,1,13,7,21,5,2,1,1
Habermann,2010,Juraj Herz,104,95,6,3.3,1,1,1,3,4,11,10,10,2,1
The Youth of Maxim,1935,"Grigori Kozintsev,Leonid Trauberg",90,81,6,3.3,0,0,1,5,6,13,6,6,1,0
The Ghost Army,2013,Rick Beyer,68,148,17,3.5,0,0,1,1,9,22,28,30,3,3
Tall Tales,2019,Attila Szász,112,120,19,3.4,0,1,1,5,7,27,22,22,5,2
Across the Waters,2016,Nicolo Donato,94,125,11,3.2,0,3,2,8,15,26,21,9,2,2
The Lily of Belgium,1915,Wladyslaw Starewicz,15,115,11,3.3,0,0,2,5,7,13,11,11,0,1
China Doll,1958,Frank Borzage,99,83,12,3.2,0,4,1,3,11,9,5,6,3,2
Silence of the Sea,2004,Pierre Boutron,100,138,32,3.6,0,0,0,1,5,14,14,23,12,6
The Fair,1960,Wolfgang Staudte,102,73,16,3.6,0,0,0,1,4,5,6,15,6,2
Defenders of Riga,2007,Aigars Grauba,118,194,10,2.8,3,7,9,23,14,19,12,2,2,2
Mobile Suit Gundam Unicorn - Episode 2: The Second Coming of Char,2010,Kazuhiro Furuhashi,58,225,43,3.5,2,0,0,6,7,21,33,32,9,7
The Best of Enemies,1961,Guy Hamilton,104,68,16,3.4,0,0,0,4,2,10,11,2,2,3
Beatriz's War,2013,"Luigi Acquisto,Bety Reis",101,44,4,3.3,0,0,1,2,4,14,7,3,0,1
Twice,2010,Hidetaka Inazuka,53,120,19,3.2,1,4,2,3,10,22,11,12,4,2
Eight Iron Men,1952,Edward Dmytryk,80,79,15,3.3,0,0,1,6,5,17,11,6,1,2
Beachhead,1954,Stuart Heisler,90,91,13,3.1,0,0,1,8,15,22,8,3,0,0
Mr. Blabbermouth!,1942,Basil Wrangell,19,63,7,3.1,1,2,2,11,5,8,9,2,0,2
Into the Sun,1992,Fritz Kiersch,101,133,6,2.7,1,8,10,26,15,9,4,1,0,0
Born To Love,1931,Paul L. Stein,82,82,7,3.1,0,0,3,10,9,20,4,3,0,1
Battle of Surabaya,2015,Aryanto Yuniawan,99,122,12,2.9,6,2,6,21,13,21,14,8,2,0
Tumbledown,1988,Richard Eyre,115,65,9,3.3,1,1,0,0,3,14,5,9,0,1
Sounds of Sand,2007,Marion Hänsel,96,66,6,3.3,1,2,0,0,4,12,16,7,2,1
Cafard,2015,Jan Bultheel,92,106,17,3.2,1,0,2,8,10,20,16,15,1,0
Ghost Recon: Alpha,2012,"François Alaux,Hervé de Crécy",24,136,10,3.3,0,2,3,9,10,12,24,13,2,3
Defence of Sevastopol,1911,"Vasili Goncharov,Aleksandr Khanzhonkov",100,75,3,3.1,1,2,0,5,8,13,6,2,0,1
Assassination,1965,Jiří Sequens,104,65,12,3.6,0,0,0,0,1,4,15,15,3,4
China,1943,John Farrow,79,62,11,3.2,0,0,0,8,3,12,7,2,0,0
Purple Hearts,1984,Sidney J. Furie,116,103,5,2.8,2,6,7,11,14,9,0,1,0,1
Antonieta,1982,Carlos Saura,108,61,6,3.1,0,2,1,9,5,11,2,3,0,0
Against the Wind,1948,Charles Crichton,96,74,12,3.3,0,0,0,1,7,17,15,9,1,0
The Mountain Road,1960,Daniel Mann,102,88,9,3.1,0,2,5,1,15,18,4,1,1,1
Naples '44,2016,Francesco Patierno,80,74,7,3.1,2,1,3,11,7,11,6,6,1,3
I Am Soldier,2014,Ronnie Thompson,84,147,12,2.6,6,6,10,26,26,11,5,1,1,1
This Is Korea!,1951,John Ford,50,76,5,3.2,0,3,0,5,5,15,5,2,1,0
Wild Team,1985,Umberto Lenzi,83,64,6,3.0,0,0,3,7,15,7,3,0,0,0
The Human Shield,1992,Ted Post,88,91,6,2.8,1,6,5,20,9,7,3,3,0,0
Ouzeri Tsitsanis,2015,Manousos Manousakis,112,144,12,3.0,2,10,4,8,13,20,16,12,2,1
They Gave Him a Gun,1937,W.S. Van Dyke,94,64,4,3.2,0,0,1,1,12,20,3,4,1,0
Aguner Poroshmoni,1995,Humayun Ahmed,123,62,19,3.8,0,0,0,0,0,1,4,13,8,8
Der brave Soldat Schwejk,1960,Axel von Ambesser,96,176,10,3.3,1,0,4,2,7,27,16,11,4,2
Desert Commandos,1967,Umberto Lenzi,96,54,3,2.9,2,2,3,11,5,10,2,0,0,0
The Great War,2019,Steven Luke,108,74,9,2.6,6,13,6,12,10,7,2,4,0,1
Toward the Unknown,1956,Mervyn LeRoy,115,59,8,3.2,0,0,1,2,8,15,7,3,0,0
The Last Days of Patton,1986,Delbert Mann,146,107,10,3.1,0,0,2,10,11,13,9,4,0,0
Manhunt,2012,Marcin Krzyształowicz,96,118,4,3.2,1,0,2,8,16,26,20,6,2,2
A Hill in Korea,1956,Julian Amyes,80,62,8,3.1,0,0,2,8,7,19,3,2,0,1
Oh Islam,1961,"Andrew Marton,Enrico Bomba",110,214,10,3.2,1,5,1,3,4,16,7,8,2,3
A Southern Yankee,1948,Edward Sedgwick,90,89,10,3.2,0,0,3,3,9,17,15,4,2,0
They Stooge to Conga,1943,Del Lord,18,133,30,3.5,2,1,0,3,3,22,8,12,5,10
Sirius,1975,František Vláčil,50,48,12,3.4,0,0,0,1,1,9,7,7,1,0
Underfire: The Untold Story of Pfc. Tony Vaccaro,2016,Max Lewkowicz,79,69,15,3.6,0,0,0,1,2,10,11,21,2,6
Danger Within,1959,Don Chaffey,101,47,5,3.4,0,0,0,0,6,12,9,5,3,0
A Time for Defiance,1998,Antonio Mercero,113,95,13,3.3,2,0,1,4,7,10,12,6,3,2
Return of the 18 Bronzemen,1976,Joseph Kuo,93,54,7,3.3,0,0,1,2,5,13,6,4,0,0
The Bells Go Down,1943,Basil Dearden,90,38,8,3.3,0,0,0,1,6,11,6,6,0,0
South Sea Woman,1953,Arthur Lubin,99,73,5,3.1,0,0,2,5,7,20,6,0,0,0
Deadline,1987,Nathaniel Gutman,100,68,6,3.0,1,2,3,10,9,11,5,1,0,0
Voices from the List,2004,Michael Mayhew,77,111,18,3.6,0,0,0,0,1,8,19,14,7,4
A Lecture on Camouflage,1944,Chuck Jones,3,126,7,2.9,0,6,5,14,10,13,8,3,0,0
The Legions,2019,Dariusz Gajewski,136,92,3,2.6,2,11,12,15,25,7,4,2,0,0
Cold Steel,2011,David Wu,100,59,7,3.2,0,3,0,4,5,20,5,1,1,1
Karbala,2015,Krzysztof Łukaszewicz,115,98,7,3.1,4,0,4,9,14,14,13,9,1,1
Going Home,1944,Chuck Jones,4,125,4,2.8,0,7,5,16,11,9,6,1,0,1
"5,000 Feet Is the Best",2011,Omer Fast,30,73,13,3.4,1,1,1,2,6,3,7,16,1,3
Beyond Valkyrie: Dawn of the Fourth Reich,2016,Claudio Fäh,100,70,10,3.0,1,6,8,4,7,10,6,3,1,1
Pharaoh's  Army,1995,Robby Henson,90,58,6,3.2,0,1,1,4,8,17,7,2,1,0
Appointment in London,1953,Philip Leacock,96,71,12,3.2,0,2,1,2,7,16,10,4,2,0
The Bridge,1969,Hajrudin Krvavac,105,110,12,3.4,1,1,0,1,3,13,14,9,3,3
Mr. Winkle Goes to War,1944,Alfred E. Green,80,66,5,3.2,0,0,2,5,5,19,9,3,1,0
Rail of the Star - A True Story of Children and War,1993,Toshio Hirata,79,50,10,3.4,0,1,1,0,2,11,8,3,0,2
Beau Geste,1966,Douglas Heyes,103,62,3,3.2,0,0,3,6,5,9,4,3,0,0
Very Important Person,1961,Ken Annakin,98,80,11,3.2,0,0,2,4,9,29,4,4,1,1
Five Cartridges,1960,Frank Beyer,90,45,7,3.4,1,0,0,1,0,9,11,6,1,2
Allies,2014,Dominic Burns,90,83,7,3.0,3,4,2,9,7,10,6,2,0,1
The Edelweiss Pirates,2004,Niko von Glasow,100,75,8,3.2,2,0,1,5,7,16,4,9,2,0
Once Upon a Time There Was a Country,1996,Emir Kusturica,300,52,15,3.8,0,0,0,0,0,2,0,11,6,13
The Silver Fleet,1943,"Vernon Sewell,Gordon Wellesley",88,52,9,3.3,0,0,0,3,2,16,10,4,0,0
The Last Train,2003,Alexey German Jr.,82,53,5,3.3,0,1,0,4,2,9,12,5,1,0
Atlantic Wall,1970,Marcel Camus,107,107,11,3.2,0,2,0,4,6,14,5,2,3,1
Lorelei: The Witch of the Pacific Ocean,2005,"Shinji Higuchi,Cellin Gluck",128,67,4,3.0,0,5,3,4,5,11,2,2,0,0
The Private Navy of Sgt. O'Farrell,1968,Frank Tashlin,92,65,6,3.1,0,3,3,5,6,6,2,0,0,1
Minesweeper,1943,William Berke,67,55,1,2.9,1,3,5,11,10,4,2,0,0,0
Chances,1931,Allan Dwan,72,47,9,3.3,0,0,3,1,4,9,9,5,0,0
"Eugene, Little Eugene and Katyusha",1967,Vladimir Motyl,85,65,8,3.4,0,1,1,1,5,8,9,7,2,2
"See Here, Private Hargrove",1944,Wesley Ruggles,101,49,6,3.3,0,0,0,0,9,12,7,3,0,0
The 4 Soldiers,2013,Robert Morin,83,81,9,3.1,0,1,7,1,8,14,8,4,1,0
Comanche Territory,1997,Gerardo Herrero,88,74,6,3.2,0,1,1,6,6,17,8,2,1,0
The Big Blockade,1942,Charles Frend,73,39,1,3.1,1,0,2,6,9,7,3,1,0,0
The Written Off,1974,Aleksandar Đorđević,88,131,16,3.6,0,0,1,0,3,11,13,10,3,9
The Vultures,1941,P. Sasonov,2,78,5,2.9,1,6,6,6,3,13,2,3,0,0
The Sky Above Us,2015,Marinus Groothof,97,46,6,3.3,0,0,0,3,4,7,14,6,0,0
Nazty Nuisance,1943,Glenn Tryon,43,47,3,2.9,0,5,5,7,11,2,0,0,0,0
Instrument of War,2017,Adam Thomas Anderegg,90,45,4,3.3,0,2,1,4,10,6,1,7,2,4
Shot Through the Heart,1998,David Attwood,112,56,7,3.4,2,0,0,0,2,10,6,7,4,0
In Love and the War,2011,Park Gun-yong,135,52,2,3.1,2,4,1,6,1,9,8,0,1,0
1971,2007,Mukesh Kalola,160,65,10,3.4,0,0,0,3,3,8,8,9,2,2
The Third Day,2007,Mohammadhossein Latifi,115,133,9,2.8,3,10,12,9,9,19,6,6,0,1
One Hundredth of a Second,2006,Susan Jacobson,6,84,5,3.2,3,1,4,2,4,11,5,7,6,1
"One-Two, Soldiers Were Going...",1976,Leonid Bykov,87,56,3,3.4,0,1,0,1,1,7,9,3,3,2
National Hero Lily Vidic,2015,Ivan-Goran Vitez,110,71,4,3.1,4,1,2,4,5,14,12,5,2,0
The War Is Over,1989,Jean-Loup Hubert,105,53,5,3.4,0,2,0,1,4,8,9,2,3,2
American Soldiers: A Day in Iraq,2005,Sidney J. Furie,103,79,1,2.8,5,4,5,9,2,6,0,1,1,0
La défense du drapeau,1897,Georges Hatot,1,87,5,3.0,3,5,2,2,4,8,2,3,0,1
Friends at Arms,1958,Sven Methling,87,120,8,3.1,1,1,4,6,5,9,6,4,1,1
The Border,2007,Lauri Törhönen,114,73,5,3.2,0,1,4,1,5,18,8,5,0,1
1864: Brødre i krig,2016,Ole Bornedal,121,75,6,3.0,4,4,2,4,2,8,2,6,0,0
The Uprising,2013,Peter Snowdon,78,44,5,3.5,0,0,1,1,1,7,6,7,4,2
Friends at Arms: Marching Out,1959,Sven Methling,100,109,8,3.2,1,2,1,6,4,7,0,5,1,2
Paltan,2018,J. P. Dutta,123,40,1,2.8,4,5,7,4,4,2,0,2,1,0
23 People,2019,Mehdi Jafari,110,61,6,2.9,1,5,5,14,5,7,3,3,0,3
Navy SEALs: Their Untold Story,2014,,1,47,3,3.5,0,0,0,0,3,7,11,8,2,1
Comedy,2002,Kazuto Nakazawa,11,52,6,3.3,0,2,2,3,7,2,7,5,2,2
Kalabaliken i Bender,1983,Mats Arehn,97,63,2,2.6,5,15,6,7,6,1,0,0,0,0
Faith of My Fathers,2005,Peter Markle,90,67,2,3.2,0,3,1,3,3,6,5,1,0,0
Sarv Zire Aab,2018,Mohammad Ali Bashe Ahangar,113,54,2,2.9,4,6,4,6,3,5,3,2,1,2
Manto Mavrogenous,1971,Kostas Karagiannis,95,84,2,3.2,2,1,1,1,3,8,0,3,0,1
Kurukshetra,2008,Major Ravi,109,74,2,3.0,0,3,1,10,7,8,3,0,0,0
Sheyda,1999,Kamal Tabrizi,100,75,10,2.8,3,10,3,3,11,6,3,1,0,0
Stormtroopers,1976,Salvatore Samperi,110,52,2,3.0,4,5,2,4,3,6,4,2,0,0
Restoration,2013,Ali Ghaffari,93,94,6,2.5,9,11,6,15,3,6,1,2,0,0
Silver from Across the Border,1963,Mikko Niskanen,76,45,8,3.4,0,0,1,1,2,9,8,8,1,1
An Englishman's Home,1940,Albert de Courville,73,38,0,3.7,0,0,0,1,0,4,3,5,13,9
Tearing down the spanish Flag,1898,J. Stuart Blackton,1,62,6,2.8,10,3,4,3,0,2,1,2,0,1
Uncanny Valley,2015,Paul Wenninger,15,41,6,3.5,0,0,0,1,0,6,10,6,4,2
Demons of War,1998,Władysław Pasikowski,93,71,4,3.2,0,2,4,4,5,6,9,7,0,1
Balkan Express 2,1988,"Predrag Antonijević,Miloš Radović,Aleksandar Đorđević",88,100,8,3.3,0,2,1,3,3,10,7,6,0,2
The Sailor and the Seagull,1949,John Hubley,10,68,1,3.0,0,4,3,5,10,4,2,1,0,0
Soldier's Lullaby,2018,Predrag Antonijević,120,54,6,3.3,0,0,0,8,1,11,7,3,2,3
Hearts of Freedom,2011,"Yadi Sugandi,Connor Allyn",100,96,4,3.2,0,0,2,4,10,25,9,9,0,2
Le rose del deserto,2006,Mario Monicelli,102,61,7,3.2,0,1,2,4,5,13,5,1,2,2
We Are from the Future 2,2010,Dmitri Voronkov,101,73,3,2.9,7,4,2,7,4,7,2,3,1,1
The Night Bus,2007,Kiumars Pourahmad,90,66,3,3.1,0,3,2,8,7,12,6,4,2,0
Operasjon Løvsprett,1962,Knut Andersen,86,79,7,3.2,0,1,2,2,11,6,9,4,0,0
March of Millions,2007,Kai Wessel,180,56,3,3.2,3,0,2,1,5,9,4,5,0,0
War Chod Na Yaar,2013,Faraz Haider,113,56,3,3.1,0,3,2,6,7,7,6,2,0,0
Second Nature,2003,Ben Bolt,90,58,2,3.1,0,1,0,11,8,6,1,1,0,0
Tombstone of the Fireflies,2008,Taro Hyugaji,100,55,4,3.5,0,0,1,0,2,7,5,3,2,3
Imperium: Nero,2004,Paul Marcus,181,122,3,3.1,1,0,3,11,4,12,1,2,0,2
Ο Παπαφλέσσας,1971,Erricos Andreou,130,133,7,3.2,1,1,1,9,6,8,7,9,2,2
Checkpoint,1998,Aleksandr Rogozhkin,85,63,6,3.3,1,1,1,4,3,5,9,6,1,1
Rice Soldiers,2014,Janice O'Hara,120,54,7,3.5,0,0,0,3,3,5,12,11,1,3
I Dutifully Report,1958,Karel Steklý,91,61,4,3.5,0,0,1,1,1,5,7,13,3,3
The President,2012,Mark Meily,165,70,4,2.8,3,8,4,5,5,5,6,0,0,0
Tanks for Stalin,2018,Kim Druzhinin,95,39,3,3.1,1,6,2,4,4,4,4,6,0,0
A Few Quick Facts: Inflation,1944,Osmond Evans,2,64,3,3.0,1,6,0,8,7,4,1,1,0,1
The Finest Hour,1992,Shimon Dotan,105,60,3,2.9,0,6,4,8,7,5,1,0,0,1
Bengal Brigade,1954,László Benedek,87,44,0,3.1,0,2,3,4,11,4,2,1,0,0
Rapid Rouge,2015,Daisuke Onitsuka,8,75,4,3.1,0,3,2,5,12,9,1,0,1,1
1939,1989,Göran Carmback,193,64,3,3.1,0,1,3,7,5,16,3,4,1,0
Indestructible,2018,Konstantin Maksimov,90,49,4,3.0,1,2,1,16,6,8,1,3,0,1
The Teacher with the Golden Hair,1969,Dinos Dimopoulos,96,151,5,3.2,0,1,3,9,8,15,8,6,0,2
Going Home,1993,Hans Hylkema,114,69,7,3.3,0,1,0,5,6,7,8,8,3,0
The Medic,1979,Pierre Granier-Deferre,90,51,6,3.1,1,3,4,4,8,6,1,1,3,0
Purgatory,1998,Aleksandr Nevzorov,120,60,3,3.3,1,1,1,2,4,9,4,3,1,1
Journey to Chazzabeh,1996,Rasool Mollagholi Poor,84,59,5,3.1,0,2,3,5,4,10,4,3,1,0
Keerthi Chakra,2006,Major Ravi,130,145,15,3.2,0,5,1,7,9,20,12,10,3,0
Bosko Buha,1978,Branko Bauer,116,99,7,3.4,0,0,0,3,3,10,7,6,0,5
Spring 1941,2007,Uri Barbash,120,53,6,3.3,0,1,1,7,2,5,6,7,1,1
Falling in the Paradise,2004,Miloš Radović,93,152,10,3.1,2,2,4,3,11,11,11,2,1,3
Offside,2006,"Erez Tadmor,Guy Nattiv",7,81,6,3.3,1,3,2,3,4,7,9,11,3,1
G.I. Joe: A Real American Hero,1987,Dan Thompson,115,88,13,3.3,0,1,1,2,3,16,4,5,0,4
The Fallen,2004,Ari Taub,106,49,5,3.0,1,5,3,8,4,6,3,1,0,0
The Lion of Flanders,1985,Hugo Claus,90,109,6,3.0,1,1,5,9,8,13,7,3,0,0
Everyone Dies Alone,1976,Alfred Vohrer,102,57,7,3.4,0,0,0,2,2,4,13,9,1,0
The Priest,2009,Vladimir Khotinenko,129,57,4,3.3,0,2,1,3,2,6,9,6,1,0
Ardennes Fury,2014,Joseph J. Lawson,87,53,2,2.7,13,2,5,7,4,0,1,1,0,1
Above the Best,2019,,80,46,5,3.5,2,0,0,2,5,2,0,11,9,3
Sajjan Singh Rangroot,2018,Pankaj Batra,140,40,6,3.3,1,1,0,4,7,4,4,7,1,1
My Friend Rashed,2011,Morshedul Islam,96,69,11,3.6,0,0,1,1,0,3,14,10,6,5
Fleet Girls Collection KanColle Movie Sequence,2016,Keizo Kusakawa,93,66,9,3.2,1,3,2,8,3,9,8,8,0,3
The Last Rescue,2015,Eric Colley,107,58,2,3.0,0,5,5,6,8,8,6,3,0,0
The Independence of Romania,1912,Aristide Demetriade,82,60,2,3.0,1,4,4,8,7,7,2,2,0,0
Black Mercedes,2019,Janusz Majewski,123,47,1,2.7,3,13,4,7,6,3,0,1,0,0
Baler,2008,Mark Meily,110,105,5,3.2,0,0,2,6,7,13,8,0,1,2
Fascist Boots Shall Not Trample Our Motherland,1941,"Ivan Ivanov-Vano,Aleksandr V. Ivanov",3,69,7,3.2,0,1,2,2,11,8,4,3,0,1
A Farewell to Fools,2013,Bogdan Dreyer,85,63,4,2.9,0,3,6,15,7,6,2,3,0,0
How I Unleashed World War II Part III: Among Friends,1970,Tadeusz Chmielewski,73,90,16,3.6,0,0,0,2,2,6,11,15,5,4
Grey Nobodies,2016,István Kovács,64,74,3,3.3,0,1,0,3,5,20,15,9,0,0
China Sky,1945,Ray Enright,78,48,4,3.2,0,1,2,1,11,9,3,3,0,0
Henry IV Part 1: Shakespeare's Globe Theatre,2012,Dominic Dromgoole,167,51,15,3.7,0,0,0,0,0,2,6,7,8,9
Storming Juno,2010,Tim Wolochatiuk,88,48,8,3.3,0,0,1,4,4,8,6,6,2,0
Kurtlar Vadisi Vatan,2017,Serdar Akar,105,128,8,2.6,17,10,7,9,3,7,5,8,1,3
Frontier,2018,Dmitry Tyurin,98,57,4,2.9,4,5,7,5,14,6,2,4,0,1
Franz + Polina,2006,Mikhail Segal,119,52,7,3.3,1,1,1,0,5,9,7,1,0,3
The Counterfeiters,2010,Benoît Jacquot,121,63,4,2.9,4,4,6,5,3,6,5,1,1,1
The Deserters,1986,Janusz Majewski,155,71,5,3.5,0,1,0,0,1,8,14,13,1,2
Frozen 2: Even Better,,Haydn Elmore,3,50,6,3.2,7,5,2,1,1,2,3,3,5,7
Bell-Bottom George,1944,Marcel Varnel,97,54,8,3.2,0,1,0,7,6,12,5,4,0,2
Richard Edlund VS His Sons,1990,Mike Stoklasa,7,80,26,3.4,0,1,1,3,7,6,7,2,0,9
Promise,2005,Ilkka Vanne,108,98,5,3.2,0,1,5,6,4,9,10,6,2,0
The Attic: The Hiding of Anne Frank,1988,John Erman,95,65,3,3.2,0,1,2,3,6,13,4,0,0,2
The Long Way Home,2013,Alphan Eşeli,112,51,1,3.3,1,1,0,3,3,8,7,7,1,0
Zapata: The dream of a hero,2004,Alfonso Aráu,91,82,3,2.4,15,17,1,5,5,2,0,2,0,0
1971: Beyond Borders,2017,Major Ravi,138,75,2,2.5,11,15,5,9,5,2,0,0,0,1
The Fallen of World War II,2015,Neil Halloran,15,87,26,3.6,0,0,0,2,1,5,11,19,0,7
